md5,sha1,sha256,subject,subject_common_name,subject_organizational_unit,subject_organization,subject_locality,subject_state,subject_country,subject_email,issuer,issuer_common_name,issuer_organizational_unit,issuer_organization,issuer_locality,issuer_state,issuer_country,issuer_email,serial,hash_algo,signature_algo,valid_not_before,valid_not_after
df0c94696382be1673574de86f4f268e,22:D5:D8:DF:8F:02:31:D1:8D:F7:9D:B7:CF:8A:2D:64:C9:3F:6C:3A,69:DD:D7:EA:90:BB:57:C9:3E:13:5D:C8:5E:A6:FC:D5:48:0B:60:32:39:BD:C4:54:FC:75:8B:2A:26:CF:7F:79," C=US O=VeriSign, Inc. OU=VeriSign Trust Network OU=(c) 2007 VeriSign, Inc. - For authorized use only CN=VeriSign Class 3 Public Primary Certification Authority - G4",VeriSign Class 3 Public Primary Certification Authority - G4,VeriSign Trust Network,"VeriSign, Inc.",,,US,," C=US O=VeriSign, Inc. OU=VeriSign Trust Network OU=(c) 2007 VeriSign, Inc. - For authorized use only CN=VeriSign Class 3 Public Primary Certification Authority - G4",VeriSign Class 3 Public Primary Certification Authority - G4,VeriSign Trust Network,"VeriSign, Inc.",,,US,,63143484348153506665311985501458640051,ecdsa-with-SHA384,ecdsa-with-SHA384,2007-11-05 00:00:00,2038-01-18 23:59:59
595a3d427111c05ca6157eec011147e1,78:6A:74:AC:76:AB:14:7F:9C:6A:30:50:BA:9E:A8:7E:FE:9A:CE:3C,06:3E:4A:FA:C4:91:DF:D3:32:F3:08:9B:85:42:E9:46:17:D8:93:D7:FE:94:4E:10:A7:93:7E:E2:9D:96:93:C0, C=EU L=Madrid (see current address at www.camerfirma.com/address) serialNumber=A82743287 O=AC Camerfirma S.A. CN=Chambers of Commerce Root - 2008,Chambers of Commerce Root - 2008,,AC Camerfirma S.A.,Madrid (see current address at www.camerfirma.com/address),,EU,, C=EU L=Madrid (see current address at www.camerfirma.com/address) serialNumber=A82743287 O=AC Camerfirma S.A. CN=Chambers of Commerce Root - 2008,Chambers of Commerce Root - 2008,,AC Camerfirma S.A.,Madrid (see current address at www.camerfirma.com/address),,EU,,11806822484801597146,sha1WithRSAEncryption,sha1WithRSAEncryption,2008-08-01 12:29:50,2038-07-31 12:29:50
3987b280f4aee8830b06b4c6707a78dd,DA:C9:02:4F:54:D8:F6:DF:94:93:5F:B1:73:26:38:CA:6A:D7:7C:13,06:87:26:03:31:A7:24:03:D9:09:F1:05:E6:9B:CF:0D:32:E1:BD:24:93:FF:C6:D9:20:6D:11:BC:D6:77:07:39, O=Digital Signature Trust Co. CN=DST Root CA X3,DST Root CA X3,,Digital Signature Trust Co.,,,,, O=Digital Signature Trust Co. CN=DST Root CA X3,DST Root CA X3,,Digital Signature Trust Co.,,,,,91299735575339953335919266965803778155,sha1WithRSAEncryption,sha1WithRSAEncryption,2000-09-30 21:12:19,2021-09-30 14:01:15
bb434da8b2a3da2a0e0ee67ae16598be,55:A6:72:3E:CB:F2:EC:CD:C3:23:74:70:19:9D:2A:BE:11:E3:81:D1,FD:73:DA:D3:1C:64:4F:F1:B4:3B:EF:0C:CD:DA:96:71:0B:9C:D9:87:5E:CA:7E:31:70:7A:F3:E9:6D:52:2B:BD, C=DE O=T-Systems Enterprise Services GmbH OU=T-Systems Trust Center CN=T-TeleSec GlobalRoot Class 3,T-TeleSec GlobalRoot Class 3,T-Systems Trust Center,T-Systems Enterprise Services GmbH,,,DE,, C=DE O=T-Systems Enterprise Services GmbH OU=T-Systems Trust Center CN=T-TeleSec GlobalRoot Class 3,T-TeleSec GlobalRoot Class 3,T-Systems Trust Center,T-Systems Enterprise Services GmbH,,,DE,,1,sha256WithRSAEncryption,sha256WithRSAEncryption,2008-10-01 10:29:56,2033-10-01 23:59:59
02dffc67f69914db71c03e11ca0ca86f,CA:BD:2A:79:A1:07:6A:31:F2:1D:25:36:35:CB:03:9D:43:29:A5:E8,96:BC:EC:06:26:49:76:F3:74:60:77:9A:CF:28:C5:A7:CF:E8:A3:C0:AA:E1:1A:8F:FC:EE:05:C0:BD:DF:08:C6, C=US O=Internet Security Research Group CN=ISRG Root X1,ISRG Root X1,,Internet Security Research Group,,,US,, C=US O=Internet Security Research Group CN=ISRG Root X1,ISRG Root X1,,Internet Security Research Group,,,US,,172886928669790476064670243504169061120,sha256WithRSAEncryption,sha256WithRSAEncryption,2015-06-04 11:04:38,2035-06-04 11:04:38
d42e997369f72b04a8ed04461771025d,29:36:21:02:8B:20:ED:02:F5:66:C5:32:D1:D6:ED:90:9F:45:00:2F,0A:81:EC:5A:92:97:77:F1:45:90:4A:F3:8D:5D:50:9F:66:B5:E2:C5:8F:CD:B5:31:05:8B:0E:17:F3:F0:B4:1B, C=US O=AffirmTrust CN=AffirmTrust Networking,AffirmTrust Networking,,AffirmTrust,,,US,, C=US O=AffirmTrust CN=AffirmTrust Networking,AffirmTrust Networking,,AffirmTrust,,,US,,8957382827206547757,sha1WithRSAEncryption,sha1WithRSAEncryption,2010-01-29 14:08:24,2030-12-31 14:08:24
d2d1b4c7391bc505c8f32984dd652850,A8:98:5D:3A:65:E5:E5:C4:B2:D7:D6:6D:40:C6:DD:2F:B1:9C:54:36,43:48:A0:E9:44:4C:78:CB:26:5E:05:8D:5E:89:44:B4:D8:4F:96:62:BD:26:DB:25:7F:89:34:A4:43:C7:01:61, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Global Root CA,DigiCert Global Root CA,www.digicert.com,DigiCert Inc,,,US,, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Global Root CA,DigiCert Global Root CA,www.digicert.com,DigiCert Inc,,,US,,10944719598952040374951832963794454346,sha1WithRSAEncryption,sha1WithRSAEncryption,2006-11-10 00:00:00,2031-11-10 00:00:00
3016c03d150e9df9188857d7e5205926,FE:45:65:9B:79:03:5B:98:A1:61:B5:51:2E:AC:DA:58:09:48:22:4D,BC:10:4F:15:A4:8B:E7:09:DC:A5:42:A7:E1:D4:B9:DF:6F:05:45:27:E8:02:EA:A9:2D:59:54:44:25:8A:FE:71, C=GR O=Hellenic Academic and Research Institutions Cert. Authority CN=Hellenic Academic and Research Institutions RootCA 2011,Hellenic Academic and Research Institutions RootCA 2011,,Hellenic Academic and Research Institutions Cert. Authority,,,GR,, C=GR O=Hellenic Academic and Research Institutions Cert. Authority CN=Hellenic Academic and Research Institutions RootCA 2011,Hellenic Academic and Research Institutions RootCA 2011,,Hellenic Academic and Research Institutions Cert. Authority,,,GR,,0,sha1WithRSAEncryption,sha1WithRSAEncryption,2011-12-06 13:49:52,2031-12-01 13:49:52
6167dd00fc7f18f5fe272cff68ed1548,8D:A7:F9:65:EC:5E:FC:37:91:0F:1C:6E:59:FD:C1:CC:6A:6E:DE:16,8E:CD:E6:88:4F:3D:87:B1:12:5B:A3:1A:C3:FC:B1:3D:70:16:DE:7F:57:CC:90:4F:E1:CB:97:C6:AE:98:19:6E, C=US O=Amazon CN=Amazon Root CA 1,Amazon Root CA 1,,Amazon,,,US,, C=US O=Amazon CN=Amazon Root CA 1,Amazon Root CA 1,,Amazon,,,US,,143266978916655856878034712317230054538369994,sha256WithRSAEncryption,sha256WithRSAEncryption,2015-05-26 00:00:00,2038-01-17 00:00:00
5cf93fa93bb2115e5c5257252e6bff41,27:96:BA:E6:3F:18:01:E2:77:26:1B:A0:D7:77:70:02:8F:20:EE:E4,C3:84:6B:F2:4B:9E:93:CA:64:27:4C:0E:C6:7C:1E:CC:5E:02:4F:FC:AC:D2:D7:40:19:35:0E:81:FE:54:6A:E4," C=US O=The Go Daddy Group, Inc. OU=Go Daddy Class 2 Certification Authority",,Go Daddy Class 2 Certification Authority,"The Go Daddy Group, Inc.",,,US,," C=US O=The Go Daddy Group, Inc. OU=Go Daddy Class 2 Certification Authority",,Go Daddy Class 2 Certification Authority,"The Go Daddy Group, Inc.",,,US,,0,sha1WithRSAEncryption,sha1WithRSAEncryption,2004-06-29 17:06:20,2034-06-29 17:06:20
45f2d4cc7957333ec032ccee9f2c4b33,22:FD:D0:B7:FD:A2:4E:0D:AC:49:2C:A0:AC:A6:7B:6A:1F:E3:F7:66,15:2A:40:2B:FC:DF:2C:D5:48:05:4D:22:75:B3:9C:7F:CA:3E:C0:97:80:78:B0:F0:EA:76:E5:61:A6:C7:43:3E, C=FR O=Certplus CN=Certplus Root CA G1,Certplus Root CA G1,,Certplus,,,FR,, C=FR O=Certplus CN=Certplus Root CA G1,Certplus Root CA G1,,Certplus,,,FR,,1491911565779898356709731176965615564637713,sha512WithRSAEncryption,sha512WithRSAEncryption,2014-05-26 00:00:00,2038-01-15 00:00:00
3d28e8a0b296a187657a9ca598a13f16,D1:CB:CA:5D:B2:D5:2A:7F:69:3B:67:4D:E5:F0:5A:1D:0C:95:7D:F0,4F:F4:60:D5:4B:9C:86:DA:BF:BC:FC:57:12:E0:40:0D:2B:ED:3F:BC:4D:4F:BD:AA:86:E0:6A:DC:D2:A9:AD:7A, C=US ST=New Jersey L=Jersey City O=The USERTRUST Network CN=USERTrust ECC Certification Authority,USERTrust ECC Certification Authority,,The USERTRUST Network,Jersey City,New Jersey,US,, C=US ST=New Jersey L=Jersey City O=The USERTRUST Network CN=USERTrust ECC Certification Authority,USERTrust ECC Certification Authority,,The USERTRUST Network,Jersey City,New Jersey,US,,123013823720199481456569720443997572134,ecdsa-with-SHA384,ecdsa-with-SHA384,2010-02-01 00:00:00,2038-01-18 23:59:59
0bbd98912187ed7dc4a8be57f2cfc88b,DD:FB:16:CD:49:31:C9:73:A2:03:7D:3F:C8:3A:4D:7D:77:5D:05:E4,55:2F:7B:DC:F1:A7:AF:9E:6C:E6:72:01:7F:4F:12:AB:F7:72:40:C7:8E:76:1A:C2:03:D1:D9:D2:0A:C8:99:88, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Trusted Root G4,DigiCert Trusted Root G4,www.digicert.com,DigiCert Inc,,,US,, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Trusted Root G4,DigiCert Trusted Root G4,www.digicert.com,DigiCert Inc,,,US,,7451500558977370777930084869016614236,sha384WithRSAEncryption,sha384WithRSAEncryption,2013-08-01 12:00:00,2038-01-15 12:00:00
39b1ea0f71bb6abc42929ee0821ef4d0,8D:17:84:D5:37:F3:03:7D:EC:70:FE:57:8B:51:9A:99:E6:10:D7:B0,5E:DB:7A:C4:3B:82:A0:6A:87:61:E8:D7:BE:49:79:EB:F2:61:1F:7D:D7:9B:F9:1C:1C:6B:56:6A:21:9E:D7:66, C=US O=GeoTrust Inc. OU=(c) 2007 GeoTrust Inc. - For authorized use only CN=GeoTrust Primary Certification Authority - G2,GeoTrust Primary Certification Authority - G2,(c) 2007 GeoTrust Inc. - For authorized use only,GeoTrust Inc.,,,US,, C=US O=GeoTrust Inc. OU=(c) 2007 GeoTrust Inc. - For authorized use only CN=GeoTrust Primary Certification Authority - G2,GeoTrust Primary Certification Authority - G2,(c) 2007 GeoTrust Inc. - For authorized use only,GeoTrust Inc.,,,US,,80682863203381065782177908751794619243,ecdsa-with-SHA384,ecdsa-with-SHA384,2007-11-05 00:00:00,2038-01-18 23:59:59
955c3a46470eb112f594322d4412d1a5,66:31:BF:9E:F7:4F:9E:B6:C9:D5:A6:0C:BA:6A:BE:D1:F7:BD:EF:7B,0C:2C:D6:3D:F7:80:6F:A3:99:ED:E8:09:11:6B:57:5B:F8:79:89:F0:65:18:F9:80:8C:86:05:03:17:8B:AF:66, C=GB ST=Greater Manchester L=Salford O=COMODO CA Limited CN=COMODO Certification Authority,COMODO Certification Authority,,COMODO CA Limited,Salford,Greater Manchester,GB,, C=GB ST=Greater Manchester L=Salford O=COMODO CA Limited CN=COMODO Certification Authority,COMODO Certification Authority,,COMODO CA Limited,Salford,Greater Manchester,GB,,104350513648249232941998508985834464573,sha1WithRSAEncryption,sha1WithRSAEncryption,2006-12-01 00:00:00,2029-12-31 23:59:59
15b0c7611ebd39fc033c4186fb197851,75:E0:AB:B6:13:85:12:27:1C:04:F8:5F:DD:DE:38:E4:B7:24:2E:FE,CA:42:DD:41:74:5F:D0:B8:1E:B9:02:36:2C:F9:D8:BF:71:9D:A1:BD:1B:1E:FC:94:6F:5B:4C:99:F4:2C:1B:9E, OU=GlobalSign Root CA - R2 O=GlobalSign CN=GlobalSign,GlobalSign,GlobalSign Root CA - R2,GlobalSign,,,,, OU=GlobalSign Root CA - R2 O=GlobalSign CN=GlobalSign,GlobalSign,GlobalSign Root CA - R2,GlobalSign,,,,,4835703278459682885658125,sha1WithRSAEncryption,sha1WithRSAEncryption,2006-12-15 08:00:00,2021-12-15 08:00:00
f2c674eb1f0e29e0d0dfea7e7f8fd49e,9D:70:BB:01:A5:A4:A0:18:11:2E:F7:1C:01:B9:32:C5:34:E7:88:A8,2A:99:F5:BC:11:74:B7:3C:BB:1D:62:08:84:E0:1C:34:E5:1C:CB:39:78:DA:12:5F:0E:33:26:88:83:BF:41:58, C=FR O=Certinomis OU=0002 433998903 CN=Certinomis - Root CA,Certinomis - Root CA,0002 433998903,Certinomis,,,FR,, C=FR O=Certinomis OU=0002 433998903 CN=Certinomis - Root CA,Certinomis - Root CA,0002 433998903,Certinomis,,,FR,,1,sha256WithRSAEncryption,sha256WithRSAEncryption,2013-10-21 09:17:18,2033-10-21 09:17:18
b33a0b9b835ddaa4d94dba16aa0ba158,1E:0E:56:19:0A:D1:8B:25:98:B2:04:44:FF:66:8A:04:17:99:5F:3F,54:45:5F:71:29:C2:0B:14:47:C4:18:F9:97:16:8F:24:C5:8F:C5:02:3B:F5:DA:5B:E2:EB:6E:1D:D8:90:2E:D5, C=LU O=LuxTrust S.A. CN=LuxTrust Global Root 2,LuxTrust Global Root 2,,LuxTrust S.A.,,,LU,, C=LU O=LuxTrust S.A. CN=LuxTrust Global Root 2,LuxTrust Global Root 2,,LuxTrust S.A.,,,LU,,59914338225734147123941058376788110305822489521,sha256WithRSAEncryption,sha256WithRSAEncryption,2015-03-05 13:21:57,2035-03-05 13:21:57
36795bdbd93b79cab245aad890d0c935,09:3C:61:F3:8B:8B:DC:7D:55:DF:75:38:02:05:00:E1:25:F5:C8:36,8F:E4:FB:0A:F9:3A:4D:0D:67:DB:0B:EB:B2:3E:37:C7:1B:F3:25:DC:BC:DD:24:0E:A0:4D:AF:58:B4:7E:18:40, C=BM O=QuoVadis Limited CN=QuoVadis Root CA 2 G3,QuoVadis Root CA 2 G3,,QuoVadis Limited,,,BM,, C=BM O=QuoVadis Limited CN=QuoVadis Root CA 2 G3,QuoVadis Root CA 2 G3,,QuoVadis Limited,,,BM,,390156079458959257446133169266079962026824725800,sha256WithRSAEncryption,sha256WithRSAEncryption,2012-01-12 18:59:32,2042-01-12 18:59:32
03fa69e6acd7edd446cc8f34412fd29e,36:B1:2B:49:F9:81:9E:D7:4C:9E:BC:38:0F:C6:56:8F:5D:AC:B2:F7,E7:5E:72:ED:9F:56:0E:EC:6E:B4:80:00:73:A4:3F:C3:AD:19:19:5A:39:22:82:01:78:95:97:4A:99:02:6B:6C, C=JP O=SECOM Trust.net OU=Security Communication RootCA1,,Security Communication RootCA1,SECOM Trust.net,,,JP,, C=JP O=SECOM Trust.net OU=Security Communication RootCA1,,Security Communication RootCA1,SECOM Trust.net,,,JP,,0,sha1WithRSAEncryption,sha1WithRSAEncryption,2003-09-30 04:20:49,2023-09-30 04:20:49
c0ca05d4b72c1cb43032a9f9c919373f,7E:04:DE:89:6A:3E:66:6D:00:E6:87:D3:3F:FA:D9:3B:E8:3D:34:9E,31:AD:66:48:F8:10:41:38:C7:38:F3:9E:A4:32:01:33:39:3E:3A:18:CC:02:29:6E:F9:7C:2A:C9:EF:67:31:D0, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Global Root G3,DigiCert Global Root G3,www.digicert.com,DigiCert Inc,,,US,, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Global Root G3,DigiCert Global Root G3,www.digicert.com,DigiCert Inc,,,US,,7089244469030293291760083333884364146,ecdsa-with-SHA384,ecdsa-with-SHA384,2013-08-01 12:00:00,2038-01-15 12:00:00
92936c1dc1c972b2d66219aca26aaa00,B5:1C:06:7C:EE:2B:0C:3D:F8:55:AB:2D:92:F4:FE:39:D4:E7:0F:0E,2C:E1:CB:0B:F9:D2:F9:E1:02:99:3F:BE:21:51:52:C3:B2:DD:0C:AB:DE:1C:68:E5:31:9B:83:91:54:DB:B7:F5," C=US ST=Arizona L=Scottsdale O=Starfield Technologies, Inc. CN=Starfield Root Certificate Authority - G2",Starfield Root Certificate Authority - G2,,"Starfield Technologies, Inc.",Scottsdale,Arizona,US,," C=US ST=Arizona L=Scottsdale O=Starfield Technologies, Inc. CN=Starfield Root Certificate Authority - G2",Starfield Root Certificate Authority - G2,,"Starfield Technologies, Inc.",Scottsdale,Arizona,US,,0,sha256WithRSAEncryption,sha256WithRSAEncryption,2009-09-01 00:00:00,2037-12-31 23:59:59
6c5dca34644bafaf80918bf77efc98fc,87:82:C6:C3:04:35:3B:CF:D2:96:92:D2:59:3E:7D:44:D9:34:FF:11,F1:C1:B5:0A:E5:A2:0D:D8:03:0E:C9:F6:BC:24:82:3D:D3:67:B5:25:57:59:B4:E7:1B:61:FC:E9:F7:37:5D:73, C=US O=SecureTrust Corporation CN=SecureTrust CA,SecureTrust CA,,SecureTrust Corporation,,,US,, C=US O=SecureTrust Corporation CN=SecureTrust CA,SecureTrust CA,,SecureTrust Corporation,,,US,,17199774589125277788362757014266862032,sha1WithRSAEncryption,sha1WithRSAEncryption,2006-11-07 19:31:18,2029-12-31 19:40:55
364985656bab092046912b65db5e3ca2,C9:A8:B9:E7:55:80:5E:58:E3:53:77:A7:25:EB:AF:C3:7B:27:CC:D7,3E:84:BA:43:42:90:85:16:E7:75:73:C0:99:2F:09:79:CA:08:4E:46:85:68:1F:F1:95:CC:BA:8A:22:9B:8A:76, C=EE O=AS Sertifitseerimiskeskus CN=EE Certification Centre Root CA emailAddress=pki@sk.ee,EE Certification Centre Root CA,,AS Sertifitseerimiskeskus,,,EE,pki@sk.ee, C=EE O=AS Sertifitseerimiskeskus CN=EE Certification Centre Root CA emailAddress=pki@sk.ee,EE Certification Centre Root CA,,AS Sertifitseerimiskeskus,,,EE,pki@sk.ee,112324828676200291871926431888494945866,sha1WithRSAEncryption,sha1WithRSAEncryption,2010-10-30 10:10:30,2030-12-17 23:59:59
400624d57ea617daba05f702c752e03a,70:17:9B:86:8C:00:A4:FA:60:91:52:22:3F:9F:3E:32:BD:E0:05:62,69:FA:C9:BD:55:FB:0A:C7:8D:53:BB:EE:5C:F1:D5:97:98:9F:D0:AA:AB:20:A2:51:51:BD:F1:73:3E:E7:D1:22, C=US O=VISA OU=Visa International Service Association CN=Visa eCommerce Root,Visa eCommerce Root,Visa International Service Association,VISA,,,US,, C=US O=VISA OU=Visa International Service Association CN=Visa eCommerce Root,Visa eCommerce Root,Visa International Service Association,VISA,,,US,,25952180776285836048024890241505565794,sha1WithRSAEncryption,sha1WithRSAEncryption,2002-06-26 02:18:36,2022-06-24 00:16:12
9b288ca0c11ea69051cb7266cc2fe77d,13:2D:0D:45:53:4B:69:97:CD:B2:D5:C3:39:E2:55:76:60:9B:5C:C6,EB:04:CF:5E:B1:F3:9A:FA:76:2F:2B:B1:20:F2:96:CB:A5:20:C1:B9:7D:B1:58:95:65:B8:1C:B9:A1:7B:72:44," C=US O=VeriSign, Inc. OU=VeriSign Trust Network OU=(c) 1999 VeriSign, Inc. - For authorized use only CN=VeriSign Class 3 Public Primary Certification Authority - G3",VeriSign Class 3 Public Primary Certification Authority - G3,VeriSign Trust Network,"VeriSign, Inc.",,,US,," C=US O=VeriSign, Inc. OU=VeriSign Trust Network OU=(c) 1999 VeriSign, Inc. - For authorized use only CN=VeriSign Class 3 Public Primary Certification Authority - G3",VeriSign Class 3 Public Primary Certification Authority - G3,VeriSign Trust Network,"VeriSign, Inc.",,,US,,206684696279472310254277870180966723415,sha1WithRSAEncryption,sha1WithRSAEncryption,1999-10-01 00:00:00,2036-07-16 23:59:59
5e3e2fa126bcf161de369ee5fbbbd65e,B5:61:EB:EA:A4:DE:E4:25:4B:69:1A:98:A5:57:47:C2:34:C7:D9:71,E2:3D:4A:03:6D:7B:70:E9:F5:95:B1:42:20:79:D2:B9:1E:DF:BB:1F:B6:51:A0:63:3E:AA:8A:9D:C5:F8:07:03, C=SK L=Bratislava O=Disig a.s. CN=CA Disig Root R2,CA Disig Root R2,,Disig a.s.,Bratislava,,SK,, C=SK L=Bratislava O=Disig a.s. CN=CA Disig Root R2,CA Disig Root R2,,Disig a.s.,Bratislava,,SK,,10572350602393338211,sha256WithRSAEncryption,sha256WithRSAEncryption,2012-07-19 09:15:30,2042-07-19 09:15:30
0e46e02399f419e13d1a373c075b76cc,6E:3A:55:A4:19:0C:19:5C:93:84:3C:C0:DB:72:2E:31:30:61:F0:B1,0C:25:8A:12:A5:67:4A:EF:25:F2:8B:A7:DC:FA:EC:EE:A3:48:E5:41:E6:F5:CC:4E:E6:3B:71:B3:61:60:6A:C3, C=EU O=AC Camerfirma SA CIF A82743287 OU=http://www.chambersign.org CN=Chambers of Commerce Root,Chambers of Commerce Root,http://www.chambersign.org,AC Camerfirma SA CIF A82743287,,,EU,, C=EU O=AC Camerfirma SA CIF A82743287 OU=http://www.chambersign.org CN=Chambers of Commerce Root,Chambers of Commerce Root,http://www.chambersign.org,AC Camerfirma SA CIF A82743287,,,EU,,0,sha1WithRSAEncryption,sha1WithRSAEncryption,2003-09-30 16:13:43,2037-09-30 16:13:44
ad8769f7c20a31f76ddfe6ec56409c89,DF:3C:24:F9:BF:D6:66:76:1B:26:80:73:FE:06:D1:CC:8D:4F:82:A4,CB:3C:CB:B7:60:31:E5:E0:13:8F:8D:D3:9A:23:F9:DE:47:FF:C3:5E:43:C1:14:4C:EA:27:D4:6A:5A:B1:CB:5F, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Global Root G2,DigiCert Global Root G2,www.digicert.com,DigiCert Inc,,,US,, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Global Root G2,DigiCert Global Root G2,www.digicert.com,DigiCert Inc,,,US,,4293743540046975378534879503202253541,sha256WithRSAEncryption,sha256WithRSAEncryption,2013-08-01 12:00:00,2038-01-15 12:00:00
452fcb19b1fc456c006169c16aff29ba,6E:26:64:F3:56:BF:34:55:BF:D1:93:3F:7C:01:DE:D8:13:DA:8A:A6,B7:C3:62:31:70:6E:81:07:8C:36:7C:B8:96:19:8F:1E:32:08:DD:92:69:49:DD:8F:57:09:A4:10:F7:5B:62:92, C=FR O=OpenTrust CN=OpenTrust Root CA G3,OpenTrust Root CA G3,,OpenTrust,,,FR,, C=FR O=OpenTrust CN=OpenTrust Root CA G3,OpenTrust Root CA G3,,OpenTrust,,,FR,,1492104908271485653071219941864171170455615,ecdsa-with-SHA384,ecdsa-with-SHA384,2014-05-26 00:00:00,2038-01-15 00:00:00
6dee8c59412228aaf3e31b7422cf8b80,79:91:E8:34:F7:E2:EE:DD:08:95:01:52:E9:55:2D:14:E9:58:D5:7E,56:C7:71:28:D9:8C:18:D9:1B:4C:FD:FF:BC:25:EE:91:03:D4:75:8E:A2:AB:AD:82:6A:90:F3:45:7D:46:0E:B4, C=FR O=OpenTrust CN=OpenTrust Root CA G1,OpenTrust Root CA G1,,OpenTrust,,,FR,, C=FR O=OpenTrust CN=OpenTrust Root CA G1,OpenTrust Root CA G1,,OpenTrust,,,FR,,1492036577811947013770400127034825178844775,sha256WithRSAEncryption,sha256WithRSAEncryption,2014-05-26 08:45:50,2038-01-15 00:00:00
e6a9cff7fb204f3f9677d19a98972cee,8E:1C:74:F8:A6:20:B9:E5:8A:F4:61:FA:EC:2B:47:56:51:1A:52:C6,F9:6F:23:F4:C3:E7:9C:07:7A:46:98:8D:5A:F5:90:06:76:A0:F0:39:CB:64:5D:D1:75:49:B2:16:C8:24:40:CE, C=SK L=Bratislava O=Disig a.s. CN=CA Disig Root R1,CA Disig Root R1,,Disig a.s.,Bratislava,,SK,, C=SK L=Bratislava O=Disig a.s. CN=CA Disig Root R1,CA Disig Root R1,,Disig a.s.,Bratislava,,SK,,14052245610670616104,sha1WithRSAEncryption,sha1WithRSAEncryption,2012-07-19 09:06:56,2042-07-19 09:06:56
d645fa548e3ec3d88b6e1fb3ee4b858b,CF:9E:87:6D:D3:EB:FC:42:26:97:A3:B5:A3:7A:A0:76:A9:06:23:48,BF:D8:8F:E1:10:1C:41:AE:3E:80:1B:F8:BE:56:35:0E:E9:BA:D1:A6:B9:BD:51:5E:DC:5C:6D:5B:87:11:AC:44, C=TW O=TAIWAN-CA OU=Root CA CN=TWCA Root Certification Authority,TWCA Root Certification Authority,Root CA,TAIWAN-CA,,,TW,, C=TW O=TAIWAN-CA OU=Root CA CN=TWCA Root Certification Authority,TWCA Root Certification Authority,Root CA,TAIWAN-CA,,,TW,,1,sha1WithRSAEncryption,sha1WithRSAEncryption,2008-08-28 07:24:33,2030-12-31 15:59:59
95e99a2a63f3e25a877613f20ed6b65b,1F:24:C6:30:CD:A4:18:EF:20:69:FF:AD:4F:DD:5F:46:3A:1B:69:AA,17:9F:BC:14:8A:3D:D0:0F:D2:4E:A1:34:58:CC:43:BF:A7:F5:9C:81:82:D7:83:A5:13:F6:EB:EC:10:0C:89:24, OU=GlobalSign ECC Root CA - R5 O=GlobalSign CN=GlobalSign,GlobalSign,GlobalSign ECC Root CA - R5,GlobalSign,,,,, OU=GlobalSign ECC Root CA - R5 O=GlobalSign CN=GlobalSign,GlobalSign,GlobalSign ECC Root CA - R5,GlobalSign,,,,,32785792099990507226680698011560947931244,ecdsa-with-SHA384,ecdsa-with-SHA384,2012-11-13 00:00:00,2038-01-19 03:14:07
614940c426cd234ceac07e982b1ca9fb,58:E8:AB:B0:36:15:33:FB:80:F7:9B:1B:6D:29:D3:FF:8D:5F:00:F0,49:E7:A4:42:AC:F0:EA:62:87:05:00:54:B5:25:64:B6:50:E4:F4:9E:42:E3:48:D6:AA:38:E0:39:E9:57:B1:C1, C=DE O=D-Trust GmbH CN=D-TRUST Root Class 3 CA 2 2009,D-TRUST Root Class 3 CA 2 2009,,D-Trust GmbH,,,DE,, C=DE O=D-Trust GmbH CN=D-TRUST Root Class 3 CA 2 2009,D-TRUST Root Class 3 CA 2 2009,,D-Trust GmbH,,,DE,,623603,sha256WithRSAEncryption,sha256WithRSAEncryption,2009-11-05 08:35:58,2029-11-05 08:35:58
5ced9f67953077bf266df7ec059eebf5,40:54:DA:6F:1C:3F:40:74:AC:ED:0F:EC:CD:DB:79:D1:53:FB:90:1D,76:7C:95:5A:76:41:2C:89:AF:68:8E:90:A1:C7:0F:55:6C:FD:6B:60:25:DB:EA:10:41:6D:7E:B6:83:1F:8C:40, C=US O=Digital Signature Trust OU=DST ACES CN=DST ACES CA X6,DST ACES CA X6,DST ACES,Digital Signature Trust,,,US,, C=US O=Digital Signature Trust OU=DST ACES CN=DST ACES CA X6,DST ACES CA X6,DST ACES,Digital Signature Trust,,,US,,17771143917277623872238992636097467865,sha1WithRSAEncryption,sha1WithRSAEncryption,2003-11-20 21:19:58,2017-11-20 21:19:58
